;claim;entity;evidence;label
79;Citationstegn kaldes også repliktegn.;['Citationstegn'];['Citationstegn (også kaldet gåseøjne, anførselstegn eller repliktegn) bruges i skrift som tegnsætning til at markere citater, tale eller udtryk.'];Supported
3005;"Scooters sjette studiealbum fra 1999 indeholder ""Faster Harder Scooter"".";['Back_to_the_Heavyweight_Jam'];"['Back to the Heavyweight Jam er Scooters sjette studiealbum, udgivet i 1999. Albummet indeholder singlerne ""Faster Harder Scooter"" og et remix af ""Fuck the Millennium"".']";Supported
3026;I tillæg til sit franske navn bærer byen Prats-de-Sournia også et occitansk og catalansk navn.;['Prats-de-Sournia'];['Prats-de-Sournia (occitansk: Prats de Sornhan, catalansk: Prats de Sornià) er en by og kommune i departementet Pyrénées-Orientales i Sydfrankrig.'];Supported
3025;På spillestedet Rust er der traditionelle koncerter.;['Rust_(spillested)'];['Rust er et spillested og natklub på Nørrebro i København, hvor der foregår både traditionelle koncerter og clubbing med elektronisk musik.'];Supported
3207;Danmark blev Europamester i 1992 da de vandt EM i en sport.;['Europamester'];['Europamester er titlen på den person eller det hold, der vinder europamesterskabet (ofte forkortet EM) i en given sportsgren. F.eks. vandt Danmark i 1992 EM i fodbold og blev dermed europamester.'];Supported
3024;Retsina er græsk producerede rosévine.;['Retsina'];"['Retsina (græsk: ""harpiks"") er hvidvine og rosévine, som grækerne har produceret i mere end 2000 år.']";Supported
3023;Pygmæer er en gruppe af mennesker med en højde fra 120 cm til 150 cm.;['Pygmæ'];['Pygmæer er grupper af små mennesker, der bor i det vestlige, centrale og sydlige Afrika. (Også i Asien findes der små mennesker: på Andamanerne og på Filippinerne). Pygmæers højde er 120-150 cm for mænd og lidt mindre for kvinder.'];Supported
3208;Danmark blev Europamester i 1992 da de vandt EM i fodbold.;['Europamester'];['Europamester er titlen på den person eller det hold, der vinder europamesterskabet (ofte forkortet EM) i en given sportsgren. F.eks. vandt Danmark i 1992 EM i fodbold og blev dermed europamester.'];Supported
75;Søs Kjeldsen er journalist ved TV 2.;['Søs_Kjeldsen'];['Søs Kjeldsen (født 1956 i Ringkøbing) er en dansk journalist, studievært og reportagechef ved TV 2/Østjylland.'];Supported
606;Femme nue couchée er et oliemaleri af Gustave Courbert.;['Nøgen_kvinde_tilbagelænet'];['Nøgen kvinde tilbagelænet (fransk: Femme nue couchée) er et oliemaleri fra 1862 af den franske maler Gustave Courbet.'];Supported
3017;Sydøst for Middelfart på det vestlige Fyn ligger stationsbyen Ejby.;['Ejby_(Middelfart_Kommune)'];['Ejby er en stationsby på det vestlige Fyn med , beliggende i Ejby Sogn, ca. 15 kilometer sydøst for Middelfart. Byen ligger i Middelfart Kommune og hører til Region Syddanmark.'];Supported
607;Merritt Island er en ø i Brevard County på Floridas atlanterhavskyst.;['Merritt_Island'];['Merritt Island er en ø i Brevard County på Floridas atlanterhavskyst.'];Supported
608;Femme nue couchée er et oliemaleri også kaldet Nøgen Kvinde Tilbagelænet.;['Nøgen_kvinde_tilbagelænet'];['Nøgen kvinde tilbagelænet (fransk: Femme nue couchée) er et oliemaleri fra 1862 af den franske maler Gustave Courbet.'];Supported
3014;På spillestedet Rust er der tradionelle koncerter blandet med clubbing.;['Rust_(spillested)'];['Rust er et spillested og natklub på Nørrebro i København, hvor der foregår både traditionelle koncerter og clubbing med elektronisk musik.'];Supported
3013;På spillestedet Rust er der både traditionelle koncerter og clubbing med elektronisk musik.;['Rust_(spillested)'];['Rust er et spillested og natklub på Nørrebro i København, hvor der foregår både traditionelle koncerter og clubbing med elektronisk musik.'];Supported
609;Joan Didion blev født af sin mor i 1934.;['Joan_Didion'];['Joan Didion (født 5. december 1934) er en amerikansk forfatter og litteraturjournalist.'];Supported
3212;Morris Marina var en baghjulstrukket, stor mellemklassebil bygget af Morris Motor Company fra 1971 til 1980.;['Morris_Marina'];['Morris Marina var en baghjulstrukket, stor mellemklassebil bygget af Morris Motor Company fra 1971 til 1980.'];Supported
3213;Bongor er hovedby af regionen Mayo-Kebbi Est, som er en af de 22 regioner i Tchad.;['Mayo-Kebbi_Est'];['Mayo-Kebbi Est er en af de 22 regioner i Tchad. Regionens hovedby er Bongor. Det består af det som tidligere var dele af præfekturet Mayo-Kebbi (underpræfekturerne Bongor, Fianga og Gounou Gaya).'];Supported
611;Harpyen er en af verdens største ørne.;['Harpy_(fugl)'];['Harpyen () er en af verdens største ørne.'];Supported
3009;Pygmæer er en gruppe af mennesker med en højde fra 1200 mm til 1500 mm.;['Pygmæ'];['Pygmæer er grupper af små mennesker, der bor i det vestlige, centrale og sydlige Afrika. (Også i Asien findes der små mennesker: på Andamanerne og på Filippinerne). Pygmæers højde er 120-150 cm for mænd og lidt mindre for kvinder.'];Supported
3008;Retsina er græsk producerede hvidvine.;['Retsina'];"['Retsina (græsk: ""harpiks"") er hvidvine og rosévine, som grækerne har produceret i mere end 2000 år.']";Supported
3214;På grund af udvidelse af Randersvej til letbane blev Blodbøgen truet af fældning.;['Blodbøgen_på_Randersvej'];['Blodbøgen på Randersvej ved Kastaniegade var en Almindelig Bøg beliggende på Randersvej i Aarhus og blev plantet i 1898 af gartner Jens Lassen Faurschou efter sigende til minde om general Rye og Rytterfægtningen ved Aarhus, der fandt sted den 31. maj 1849 der, hvor Stjernepladsen ligger. Dette træ var et markant træ i Aarhus, men blev truet af fældning på grund af udvidelse af Randersvej til letbane. I den forbindelse var der megen debat om træet skal fældes eller evt. flyttes, det blev blandt andet foreslået at træet skulle flyttes til Store Torv eller til Skejby Sygehus.'];Supported
3006;På spillestedet Rust er der clubbing med elektronisk musik.;['Rust_(spillested)'];['Rust er et spillested og natklub på Nørrebro i København, hvor der foregår både traditionelle koncerter og clubbing med elektronisk musik.'];Supported
613;Bye Bye Bluebird har samme instruktør og forfatter.;['Bye_Bye_Bluebird'];['Bye Bye Bluebird er en færøsk-dansk roadmovie fra 1999 instrueret af Katrin Ottarsdóttir, der også har skrevet filmens manuskript.'];Supported
3075;Mark Hunter har vundet både de olympiske leje og verdensmesterskaberne.;['Mark_Hunter_(roer)'];['Mark John Hunter (MBE) (født 1. juli 1978 i London, England) er en engelsk tidligere roer, olympisk guldvinder og dobbelt verdensmester.'];Supported
3188;Den 31. oktober 1920 opdagede en forsker  småplaneten (944) Hidalgo i det ydre solsystem.;['(944)_Hidalgo', 'Walter_Baade'];['(944) Hidalgo (oprindeligt midlertidigt navn: 1920 HZ) er en mørk småplanet med en diameter på ca. 50 km, der befinder sig i det ydre solsystem. Objektet blev opdaget den 31. oktober 1920 af Walter Baade.', 'Walter Baade (født 24. marts 1893 i Schröttinghausen, død 25. juni 1960 i Göttingen) var en tysk astronom og astrofysiker. Han blev fritaget for militærtjeneste under 1.\xa0verdenskrig, idet han studerede og efterfølgende fik sin Ph.d. i 1919. Herefter arbejdede han ved Hamburg observatoriet (Hamburger Sternwarte), hvor han i 1920 opdagede asteroiden (944) Hidalgo, hvilket skulle blive den tredje af i alt ti asteroide-opdagelser.'];Supported
66;Alt Hvad Du Har blev skrevet og produceret af den samme person.;['Alt_Hvad_Du_Har', 'James_L._Brooks'];"['Alt Hvad Du Har (How Do You Know) er en amerikansk komediefilm instrueret, skrevet og produceret af James L. Brooks.', 'James L. Brooks, (født 9. maj 1940 i North Bergen Township, New Jersey, USA) er en amerikansk filmproducer, manuskriptforfatter og filminstruktør. Han er mest kendt for serier som ""The Mary Tyler Moore Show"", ""The Simpsons"", ""Rhoda"", ""Taxi"" og ""The Tracey Ullman Show"".']";Supported
3174;Kaptajn Bimse er luftkaptajn på propelflyveren Zanzibar, der bruger californiske rosiner som brændstof.;['Kaptajn_Bimse'];"['Bernhard W. Bimse (Kaptajn Bimse) er hovedperson i den danske forfatter Bjarne Reuters børnebøger ""Kaptajn Bimse og Goggeletten"" (1992), ""Kaptajn Bimse og Kong Kylie"" (1996), ""Kaptajn Bimse i Saltimbocca"" (2002), ""Kaptajn Bimses jul"" (2003), ""Kaptajn Bimse i Ottomanien"" (2006) og ""Kaptajn Bimse og den forstenede skat"" (2012). I bøgerne er han luftkaptajn på den gule propelflyver Zanzibar, der bruger californiske rosiner som brændstof. Han beskrives som kraftig af bygning, skaldet og med et strittende, spidst overskæg. Af påklædning bærer han en brun skindjakke og brune skindbukser, en stram læderhjelm og sorte flyverbriller. På Annette Reuters illustrationer er han desuden iført stramtsiddende ternede sokker og store sko. Han er venlig og imødekommende, men altid lettere forvirret og med en tendens til at vrøvle eller falde i staver. Ikke desto mindre klarer han sig altid ud af kritiske situationer, typisk ved en kombination af held, højt humør og hjælp fra sine venner: pigen Anna, bamsen hr. Johnson og andenpiloten Goggeletten.']";Supported
3143;Mellem Haraldslundsvej og Bagsværdvej i Bagsværd ligger der et kollegium opkaldt efter en dansker.;['P.O._Pedersen_Kollegiet', 'P.O._Pedersen_(ingeniør)'];['P.O. Pedersen Kollegiet er et kollegium opkaldt efter Peder Oluf Pedersen (1874-1941). Kollegiet er beliggende på adressen Haraldslundvej 38 mellem Haraldslundvej og Bagsværdvej (Ring 4) i Bagsværd nær grænsen til Kongens Lyngby. Kollegiet blev opført i 1964 og gennemgik en større renovering i 1993-94, hvor tagetagen bl.a. blev brugt til at udvide halvdelen af etagens værelser til hemselejligheder.', 'Peder Oluf Pedersen, kendt som P.O. Pedersen (født 19. juni 1874 i Sig i Thorstrup Sogn ved Varde, død 30. august 1941 i København) var en dansk ingeniør, opfinder og fysiker, samt direktør og rektor for Den Polytekniske Læreanstalt.'];Supported
52;Vimmelskaftet er en gade i København.;['Vimmelskaftet_(København)'];['Vimmelskaftet er en gade i Indre By i København.'];Supported
561;Færøernes Forfatterforening blev etableret i 1950'erne.;['Rithøvundafelag_Føroya'];['Rithøvundafelag Føroya (Færøernes Forfatterforening) blev etableret den 24. marts 1957.'];Supported
53;Peter Turkson kommer fra Afrika.;['Peter_Kodwo_Appiah_Turkson', 'Ghana'];['Peter Kodwo Appiah Turkson (født 11. oktober 1948 i Wassaw Nsuta i Ghana) er en ghanesisk kardinal.', 'Ghana (tidligere Guldkysten), officielt Republikken Ghana, er et land i Vestafrika. Hovedstaden i Ghana er Accra. Landet grænser op til Elfenbenskysten mod vest, Burkina Faso mod nord, Togo mod øst og Atlanterhavet mod syd. Før kolonitiden bestod landet af en række kongedømmer. Handel med europæiske lande blomstrede op efter kontakt med portugiserne i det 15. århundrede. Briterne etablerede en kronkoloni i 1874 og kaldte området for Guldkysten.'];Supported
3139;Selvom de gamle grækere allerede foretog gradmåling, blev det først rimeligt præcist med indførelsen af triangulation.;['Gradmåling'];['Gradmåling er en geodætisk metode til bestemmelse af jordklodens størrelse og form, til brug ved fremstilling af landkort. Både de gamle grækere og senere Mellemøstens arabere foretog gradmålinger, men det var først med indførelsen af triangulation og måleinstrumenter med kikkertsigte i Europa i 1600-tallet, at målingerne blev rimeligt præcise. I løbet af 1700-tallet efterviste man ved gradmålinger, at jorden ikke er perfekt kugleformet, men fladtrykt ved polerne, som en omdrejningsellipsoide. I slutningen af 1800-tallet måtte også denne forestilling opgives, og i dag ved man, at jordens form, geoiden, kan sammenlignes med en bulet appelsin, hvor afstanden fra havniveau til jordens centrum kan variere med op mod 200 m.'];Supported
547;Parlamentsvalget i Portugal 1892 fandt sted inden 1900-tallet.;['Parlamentsvalget_i_Portugal_1892'];['Parlamentsvalget i Portugal 1892 blev afholdt i Portugal den 23. oktober 1892.'];Supported
3138;Mellem Haraldslundsvej og Bagsværdvej i Bagsværd ligger der et kollegium opkaldt efter Peder Oluf Pedersen.;['P.O._Pedersen_Kollegiet'];['P.O. Pedersen Kollegiet er et kollegium opkaldt efter Peder Oluf Pedersen (1874-1941). Kollegiet er beliggende på adressen Haraldslundvej 38 mellem Haraldslundvej og Bagsværdvej (Ring 4) i Bagsværd nær grænsen til Kongens Lyngby. Kollegiet blev opført i 1964 og gennemgik en større renovering i 1993-94, hvor tagetagen bl.a. blev brugt til at udvide halvdelen af etagens værelser til hemselejligheder.'];Supported
54;Peter Turkson kommer fra Ghana.;['Peter_Kodwo_Appiah_Turkson'];['Peter Kodwo Appiah Turkson (født 11. oktober 1948 i Wassaw Nsuta i Ghana) er en ghanesisk kardinal.'];Supported
545;Montmartre blev instrueret af Frederik Skov inden 2020.;['Montmartre_(dokumentarfilm)'];['Montmartre er en dansk dokumentarfilm fra 2011 instrueret af Frederik With-Seidelin Skov.'];Supported
55;Før 1970 lå Præstø Sogn i Bårse Herred.;['Præstø_Sogn'];['Indtil Kommunalreformen i 1970 lå det i Bårse Herred (Præstø Amt).'];Supported
3135;Bira ligger i den Jødiske autonome oblast i det fjernøstlige Rusland.;['Bira_(by)'];"['Bira (russisk: ""Бира"") er en by på 4.176 indbyggere beliggende i den Jødiske autonome oblast i det fjernøstlige Rusland.']";Supported
3134;Ferenc Velkey var en ungarsk udendørshåndboldspiller som deltog under OL.;['Ferenc_Velkey'];['Ferenc Velkey (15. november 1915 – 12. september 2008) var en ungarsk udendørshåndboldspiller som deltog under Sommer-OL 1936.'];Supported
421;Grob G102 Astir er et fly.;['Grob_G102_Astir', 'svævefly'];['Grob G102 Astir er et et-sædet standardklasse svævefly af glasfiber, fremstillet af Grob Aircraft.', 'Et svævefly har ingen motor og er derfor et fly, der hele tiden bevæger sig frem ved at omsætte højde til fremdrift.'];Supported
563;Great Trek fandt sted i 1830-erne og 1840'erne.;['Great_Trek'];"['Great Trek var en østlig og nordøstlig migration i 1830– og 1840\'erne af de afrikaanerne, kendt som boere (hollansk/afrikaans for ""bønder""), som stammede fra nybyggere fra Vesteuropa, især fra Holland.']";Supported
3131;Sammen med Volksmarine og Grænsetropperne var DDR's flyvevåben en del af Nationale Volksarmee.;['Luftstreitkräfte_der_Nationalen_Volksarmee'];"['Luftstreitkräfte der Nationalen Volksarmee (ofte forkortet LSK, ""Den Nationale Folkehærs Luftstridskræfter"") var DDR\'s flyvevåben. Sammen med Landstreitkräfte, Volksmarine og (de facto) Grænsetropperne var LSK en del af Nationale Volksarmee (NVA).']";Supported
3129;Ferenc Velkey var en ungarsk udendørshåndboldspiller som deltog under Sommer-OL 1936.;['Ferenc_Velkey'];['Ferenc Velkey (15. november 1915 – 12. september 2008) var en ungarsk udendørshåndboldspiller som deltog under Sommer-OL 1936.'];Supported
565;En Hjemkomst har ikke nogen kendt instruktør.;['En_Hjemkomst'];['En Hjemkomst er en dansk stumfilm fra 1912 med ukendt instruktør og efter manuskript af Lars Svenné Langkjær.'];Supported
566;Der er Forskel paa Kong Salomon og Jørgen Hattemager er fra 1940 og er en dokumnetarfilm.;['Der_er_Forskel_paa_Kong_Salomon_og_Jørgen_Hattemager'];['Der er Forskel paa Kong Salomon og Jørgen Hattemager er en dansk dokumentarfilm fra 1940 instrueret af Poul Eibye.'];Supported
3125;I læren om natur er masse betegnelsen for mængden af stof i et legeme.;['Masse_(fysik)', 'fysik'];['I fysik er begrebet masse et udtryk for mængden af stof i et legeme.', 'Fysik (over fra ) er læren om natur i den bredeste betydning. Fysikere studerer samspillet mellem masse, rum og tid, også kaldet fysiske fænomener. Fysiske teorier kan generelt udtrykkes som matematiske sammenhænge. Man refererer ofte til veletablerede teorier som fysiske love. Men ligesom alle andre videnskabelige teorier, så gælder de kun indtil nogen har modbevist dem.'];Supported
568;Al-Jazirah oversættes til 'øen'.;['Al_Jazirah_(Sudan)'];"[""Al-Jazirah (; oversat: al-Jazirah, 'øen') er en af Sudans 15 delstater (wilayat) og ligger syd for hovedstaden Khartoum, i vinkelen mellem Blå og Hvide Nil.""]";Supported
51;For Special Services er en del af en række bøger.;['For_Special_Services'];['For Special Services er den anden James Bond-bog af John Gardner.'];Supported
58;DM i futsal afholdes af DBU.;['DM_i_futsal', 'Dansk_Boldspil-Union'];"['Danmarksmesterskabet i futsal er Dansk Boldspil-Unions officielle danmarksmesterskab i indendørs fodbold.', 'Dansk Boldspil-Union (forkortelse DBU) er det øverste ledelsesorgan for den organiserede fodbold i Danmark med det formål at fremme boldsporten i Danmark. I formålsparagraffen står der kort og godt: ""DBU\'s formål er at fremme og udvikle dansk fodbold både nationalt og internationalt"".']";Supported
3173;Spillere for Maltas håndboldlandshold bliver plukket fra landets fire håndboldhold.;['Maltas_håndboldlandshold_(herrer)'];['Maltas håndboldlandshold for mænd er det mandlige landshold i håndbold for Malta. Det repræsenterer landet i internationale håndboldturneringer. De reguleres af Maltas håndboldforbund. Landsholdets, spillere bliver udvalgt fra landets fire håndboldhold.'];Supported
3146;Bira ligger i et jødisk område i det fjernøstlige Rusland.;['Bira_(by)'];"['Bira (russisk: ""Бира"") er en by på 4.176 indbyggere beliggende i den Jødiske autonome oblast i det fjernøstlige Rusland.']";Supported
3165;Kaptajn Bimse er luftkaptajn på propelflyveren Zanzibar, der bruger tørrede vindruer som brændstof.;['Kaptajn_Bimse', 'rosin'];"['Bernhard W. Bimse (Kaptajn Bimse) er hovedperson i den danske forfatter Bjarne Reuters børnebøger ""Kaptajn Bimse og Goggeletten"" (1992), ""Kaptajn Bimse og Kong Kylie"" (1996), ""Kaptajn Bimse i Saltimbocca"" (2002), ""Kaptajn Bimses jul"" (2003), ""Kaptajn Bimse i Ottomanien"" (2006) og ""Kaptajn Bimse og den forstenede skat"" (2012). I bøgerne er han luftkaptajn på den gule propelflyver Zanzibar, der bruger californiske rosiner som brændstof. Han beskrives som kraftig af bygning, skaldet og med et strittende, spidst overskæg. Af påklædning bærer han en brun skindjakke og brune skindbukser, en stram læderhjelm og sorte flyverbriller. På Annette Reuters illustrationer er han desuden iført stramtsiddende ternede sokker og store sko. Han er venlig og imødekommende, men altid lettere forvirret og med en tendens til at vrøvle eller falde i staver. Ikke desto mindre klarer han sig altid ud af kritiske situationer, typisk ved en kombination af held, højt humør og hjælp fra sine venner: pigen Anna, bamsen hr. Johnson og andenpiloten Goggeletten.', 'Rosiner er tørrede vindruer. De anvendes ofte i madlavning, som snack eller i kager.']";Supported
551;Pro-Movec A/S både sælger og designer el-cykler.;['Pro-Movec'];['Pro-Movec A/S i Risskov er en dansk virksomhed, der designer og sælger el-cykler.'];Supported
44;Ryan DuWayne Bader blev født i Nevada.;['Ryan_Bader'];['Ryan DuWayne Bader (født 7. juni 1983 i Reno, Nevada, USA) er en amerikansk MMA-udøver, der er i øjeblikket er på kontrakt med Bellator og er den nuværende Bellator letsværvægt-verdensmester.'];Supported
554;Alt om Aarhus fungerede som guide om Aarhus.;['Alt_om_Aarhus'];['Alt om Aarhus var en elektronisk byguide om Aarhus.'];Supported
3162;Kaptajn Bimse er luftkaptajn på propelflyveren Zanzibar, der bruger amerikanske-californske rosiner som brændstof.;['Kaptajn_Bimse', 'Californien'];"['Bernhard W. Bimse (Kaptajn Bimse) er hovedperson i den danske forfatter Bjarne Reuters børnebøger ""Kaptajn Bimse og Goggeletten"" (1992), ""Kaptajn Bimse og Kong Kylie"" (1996), ""Kaptajn Bimse i Saltimbocca"" (2002), ""Kaptajn Bimses jul"" (2003), ""Kaptajn Bimse i Ottomanien"" (2006) og ""Kaptajn Bimse og den forstenede skat"" (2012). I bøgerne er han luftkaptajn på den gule propelflyver Zanzibar, der bruger californiske rosiner som brændstof. Han beskrives som kraftig af bygning, skaldet og med et strittende, spidst overskæg. Af påklædning bærer han en brun skindjakke og brune skindbukser, en stram læderhjelm og sorte flyverbriller. På Annette Reuters illustrationer er han desuden iført stramtsiddende ternede sokker og store sko. Han er venlig og imødekommende, men altid lettere forvirret og med en tendens til at vrøvle eller falde i staver. Ikke desto mindre klarer han sig altid ud af kritiske situationer, typisk ved en kombination af held, højt humør og hjælp fra sine venner: pigen Anna, bamsen hr. Johnson og andenpiloten Goggeletten.', 'Californien (tidligere på dansk Kalifornien, engelsk: ""California"") er den mest folkerige delstat i USA og den har det tredjestørste areal efter Alaska og Texas. Californien kaldes også for ""The Golden State"" (""den gyldne stat"") efter den californiske ""guldfeber"" og statsblomsten guldvalmuen.']";Supported
555;Færøernes Forfatterforening blev etableret i 1957.;['Rithøvundafelag_Føroya'];['Rithøvundafelag Føroya (Færøernes Forfatterforening) blev etableret den 24. marts 1957.'];Supported
556;Parlamentsvalget i Portugal 1892 fandt sted i oktober.;['Parlamentsvalget_i_Portugal_1892'];['Parlamentsvalget i Portugal 1892 blev afholdt i Portugal den 23. oktober 1892.'];Supported
3159;Den 31. oktober 1920 opdagede en astronom småplaneten (944) Hidalgo i det ydre solsystem.;['(944)_Hidalgo', 'Walter_Baade'];['(944) Hidalgo (oprindeligt midlertidigt navn: 1920 HZ) er en mørk småplanet med en diameter på ca. 50 km, der befinder sig i det ydre solsystem. Objektet blev opdaget den 31. oktober 1920 af Walter Baade.', 'Walter Baade (født 24. marts 1893 i Schröttinghausen, død 25. juni 1960 i Göttingen) var en tysk astronom og astrofysiker. Han blev fritaget for militærtjeneste under 1.\xa0verdenskrig, idet han studerede og efterfølgende fik sin Ph.d. i 1919. Herefter arbejdede han ved Hamburg observatoriet (Hamburger Sternwarte), hvor han i 1920 opdagede asteroiden (944) Hidalgo, hvilket skulle blive den tredje af i alt ti asteroide-opdagelser.'];Supported
422;Nepals Kommunistiske parti har regeret i Nepal.;['Nepals_kommunistiske_parti_(maoistisk)'];['Nepals Kommunistiske parti er nu det regerende parti sammen med det socialdemokratiske parti i Nepal.'];Supported
3157;Den 31. oktober 1920 opdagede Walter Baade småplaneten (944) Hidalgo i det ydre solsystem. ;['(944)_Hidalgo'];['(944) Hidalgo (oprindeligt midlertidigt navn: 1920 HZ) er en mørk småplanet med en diameter på ca. 50 km, der befinder sig i det ydre solsystem. Objektet blev opdaget den 31. oktober 1920 af Walter Baade.'];Supported
3156;Emil Christian Hansen var en dansk ekspert i gæringsfysiologi i forbindelse med ølbrygning.;['Emil_Christian_Hansen'];['Emil Christian Hansen (8. maj 1842 i Ribe – 27. august 1909 i Hornbæk) var en dansk ekspert i gæringsfysiologi i forbindelse med ølbrygning, især gæreprocessen.'];Supported
549;Alt om Aarhus fungerede som byguide om Aalborg.;['Alt_om_Aarhus'];['Alt om Aarhus var en elektronisk byguide om Aarhus.'];Supported
3171;Padborg Station er en dansk jernbanestation i den danske by Padborg i Sønderjylland.;['Padborg_Station'];['Padborg Station er en dansk jernbanestation i den danske by Padborg i Sønderjylland.'];Supported
3154;Afrikanske slangehalsfugle findes også udenfor Afrika i Irak.;['Afrikansk_slangehalsfugl', 'Irak'];['Afrikansk slangehalsfugl () er en slangehalsfugl, der lever i det subsaharisk Afrika og Irak.', 'Irak, officielt Republikken Irak er et land i Mellemøsten. Det har grænse til Tyrkiet i nord, Syrien i nordvest, Jordan i vest, Saudi-Arabien og Kuwait i syd og Iran i øst. Landet er efterfølgeren til det gamle Mesopotamien. Hovedstaden og den største by er Bagdad.'];Supported
46;Tønnes Bekker-Nielsen studerede historie.;['Tønnes_Bekker-Nielsen'];['Tønnes Bekker-Nielsen (født 1955) er en dansk historiker.'];Supported
3152;Padborg Station er en dansk jernbanestation i den danske by Padborg i Nordslesvig.;['Padborg_Station', 'Sønderjylland'];"['Padborg Station er en dansk jernbanestation i den danske by Padborg i Sønderjylland.', 'Ved Sønderjylland forstås i dag de landsdele, der ved genforeningen i 1920 blev en del af det danske kongerige efter at have været under tysk styre siden 1864. Det tyske mindretal i Sønderjylland kalder landsdelen Nordslesvig (tysk: ""Nordschleswig""). Sønderjylland har godt 250.000 indbyggere, hvoraf ca. 15.000 tilhører det tyske mindretal.']";Supported
559;Great Trek fandt sted i 1800-tallet.;['Great_Trek'];"['Great Trek var en østlig og nordøstlig migration i 1830– og 1840\'erne af de afrikaanerne, kendt som boere (hollansk/afrikaans for ""bønder""), som stammede fra nybyggere fra Vesteuropa, især fra Holland.']";Supported
48;Eva Koch har studeret i Spanien.;['Eva_Koch'];['Eva Koch (født 17. juni 1953 i København) er en dansk videokunstner uddannet på Det Kongelige Danske Kunstakademi i 1985-1990 og har desuden studeret på Facultad de Bellas Artes (Faculty of Fine Arts) in Barcelona, Spanien i 1989-1990.'];Supported
560;Montmartre blev instrueret af Frederik Skov efter 2010.;['Montmartre_(dokumentarfilm)'];['Montmartre er en dansk dokumentarfilm fra 2011 instrueret af Frederik With-Seidelin Skov.'];Supported
3148;Ferenc Velkey var en europæisk udendørshåndboldspiller som deltog under Sommer-OL 1936.;['Ferenc_Velkey', 'Ungarn'];"['Ferenc Velkey (15. november 1915 – 12. september 2008) var en ungarsk udendørshåndboldspiller som deltog under Sommer-OL 1936.', 'Ungarn (, [ˈmɒɟɒrorsa�ɡ]; officielt: ""Republikken Ungarn"") er en centraleuropæisk indlandsstat. Den er beliggende på den Pannoniske Slette og grænser til Slovakiet mod nord, Ukraine og Rumænien mod øst, Serbien og Kroatien mod syd, Slovenien mod sydvest og Østrig mod vest. Landets hovedstad og største by er Budapest. Ungarn er medlem af den Europæiske Union (EU), NATO, OECD, Visegrád-gruppen og Schengen-samarbejdet. Det officielle sprog er ungarsk, der er det mest udbredte ikke-indoeuropæiske sprog i Europa.']";Supported
3147;Selvom de gamle grækere allerede foretog gradmåling, blev det først rimeligt præcist med indførelsen af triangulation i 1600-tallet.;['Gradmåling'];['Gradmåling er en geodætisk metode til bestemmelse af jordklodens størrelse og form, til brug ved fremstilling af landkort. Både de gamle grækere og senere Mellemøstens arabere foretog gradmålinger, men det var først med indførelsen af triangulation og måleinstrumenter med kikkertsigte i Europa i 1600-tallet, at målingerne blev rimeligt præcise. I løbet af 1700-tallet efterviste man ved gradmålinger, at jorden ikke er perfekt kugleformet, men fladtrykt ved polerne, som en omdrejningsellipsoide. I slutningen af 1800-tallet måtte også denne forestilling opgives, og i dag ved man, at jordens form, geoiden, kan sammenlignes med en bulet appelsin, hvor afstanden fra havniveau til jordens centrum kan variere med op mod 200 m.'];Supported
50;Vimmelskaftet er et sted i København.;['Vimmelskaftet_(København)'];['Vimmelskaftet er en gade i Indre By i København.'];Supported
569;James Stuart døde i 1700-tallets London.;['James_Stuart_(arkitekt)'];['James Stuart (født 1713 i London, død 2. februar 1788 sammesteds) var en engelsk arkitekt.'];Supported
3179;Den 31. oktober 1920 opdagede Walter Baade astroiden (944) Hidalgo i det ydre solsystem.;['(944)_Hidalgo', 'Asteroide'];['(944) Hidalgo (oprindeligt midlertidigt navn: 1920 HZ) er en mørk småplanet med en diameter på ca. 50 km, der befinder sig i det ydre solsystem. Objektet blev opdaget den 31. oktober 1920 af Walter Baade.', 'En asteroide (småplanet, planetoide) er et fast himmellegeme, hvis bane går rundt om Solen (eller en anden stjerne). Pr. 5. maj 2017 kendes mere end 729.626 asteroider og de fleste befinder sig i asteroidebæltet mellem Mars og Jupiter.'];Supported
3120;"Shenandoahflodens navn kommer fra et indianisk udtryk der betyder ""Stjernernes Datter"".";['Shenandoahfloden'];"['Shenandoahfloden er en af Potomacflodens bifloder. Den ligger i det østlige USA i staterne Virginia og West Virginia. Floden løber gennem Shenandoah Dalen, og dannes ved sammenløbet af to mindre floder, ""South Fork of the Shenandoah River"" og ""North Fork of the Shenandoah River"", i daglig tale bare South Fork og North Fork) ved byen Front Royal i Virginia. Floden er ca. 240 km lang. Dens navn kommer af et indiansk udtryk, der betyder """"Stjernernes Datter"""".']";Supported
3097;Steen Gottlieb begyndte at skyde med bue og pil som 3-årig i Broager Bueskytter.;['Steen_Gottlieb', 'Bue_(våben)'];['Steen Gottlieb (født 1987) er en dansk bueskytte, som begyndte at skyde med bue som 3-årig i Broager Bueskytter.', 'En bue er et skydevåben, hvormed der kan affyres pile. Våbnet har været kendt siden oldtiden og er kendt i langt de fleste kulturer. Bueskydning er kunsten at skyde med bue og færdigheder i at anvende den.'];Supported
